TMEM43	GO:0071763
NFYC	GO:0006355
SRSF10	GO:0000375
SRSF10	GO:0000398
SRSF10	GO:0006376
SRSF10	GO:0048024
SRSF10	GO:0048025
NUDCD3	GO:0060271
NUDCD3	GO:1905793
PTBP3	GO:0033119
MCM8	GO:0006974
SMG9	GO:0000184
EPHB1	GO:0001525
EPHB1	GO:0031589
EPHB1	GO:0046328
EPHB1	GO:0046777
EPHB1	GO:0048013
EPHB1	GO:0060326
EPHB1	GO:0070372
EPHB1	GO:1901214
CSNK1G3	GO:0018105
NMNAT1	GO:1990966
DHX38	GO:0000398
KANSL1	GO:0043981
KANSL1	GO:0043982
KANSL1	GO:0043984
GRK2	GO:0003108
GRK2	GO:0007217
GRK2	GO:0019079
GRK2	GO:0031623
GRK2	GO:0045988
GRK2	GO:0046718
GRK2	GO:0060048
HEXA	GO:0006024
FZD4	GO:0007223
FZD4	GO:0010812
FZD4	GO:0016055
FZD4	GO:0045893
FZD4	GO:0051091
FZD4	GO:0060070
FZD4	GO:0061299
UPF3A	GO:0045727
UPF3A	GO:0000184
SLC12A6	GO:0006811
SLC12A6	GO:0071477
UTRN	GO:0001954
CD6	GO:0001771
CD6	GO:0002438
CD6	GO:0007157
CD6	GO:0031663
CD6	GO:0032496
CD6	GO:0042102
CD6	GO:1900017
PARG	GO:1990966
SLC36A4	GO:0015808
SLC36A4	GO:0015824
SLC36A4	GO:0015827
KLF9	GO:0007623
KLF9	GO:0010839
KLF9	GO:0071387
KLF9	GO:0097067
BTG1	GO:0008285
BTG1	GO:0045603
BTG1	GO:0045663
BTG1	GO:0045766
BTG1	GO:2000271
TOR1A	GO:0000338
TOR1A	GO:0007155
TOR1A	GO:0031175
TOR1A	GO:0034504
TOR1A	GO:0045104
TOR1A	GO:0048489
TOR1A	GO:0051260
TOR1A	GO:0051584
TOR1A	GO:0061077
TOR1A	GO:0072321
TOR1A	GO:1900244
TOR1A	GO:2000008
TKFC	GO:0039534
TKFC	GO:0044262
TKFC	GO:0045088
TKFC	GO:0046835
CARMIL2	GO:0007163
CARMIL2	GO:0010592
CARMIL2	GO:0030335
CARMIL2	GO:0044319
CARMIL2	GO:0051639
CARMIL2	GO:0061339
CARMIL2	GO:0090091
CARMIL2	GO:1900029
CARMIL2	GO:1902745
CARMIL2	GO:2000813
CPSF7	GO:0051262
GLS	GO:0006537
GLS	GO:0006543
GLS	GO:0051289
VCAM1	GO:0007155
VCAM1	GO:0007157
VCAM1	GO:0007159
VCAM1	GO:0007160
VCAM1	GO:0009308
VCAM1	GO:0022614
VCAM1	GO:0035584
VCAM1	GO:0042102
VCAM1	GO:0050901
APOD	GO:0000302
APOD	GO:0006006
APOD	GO:0006629
APOD	GO:0010642
APOD	GO:0042308
APOD	GO:0048662
APOD	GO:0051895
APOD	GO:0060588
APOD	GO:0071638
APOD	GO:1900016
APOD	GO:2000098
APOD	GO:2000405
PIK3R4	GO:0032465
PIK3R4	GO:0032801
PIK3R4	GO:0043552
HMX1	GO:0045892
PDK1	GO:0008283
PDK1	GO:0008631
PDK1	GO:0010906
PDK1	GO:0097411
MAGEC2	GO:0044257
MAGEC2	GO:0051443
CSF1R	GO:0001934
CSF1R	GO:0008283
CSF1R	GO:0008284
CSF1R	GO:0008360
CSF1R	GO:0018108
CSF1R	GO:0019221
CSF1R	GO:0030097
CSF1R	GO:0036006
CSF1R	GO:0045217
CSF1R	GO:0046777
CSF1R	GO:0061098
CSF1R	GO:0090197
CSF1R	GO:2000147
NUP214	GO:0006611
RAD51C	GO:0000724
RAD51C	GO:0006281
RAD51C	GO:0006310
RAD51C	GO:0010971
ZNF423	GO:0045892
ZNF423	GO:0045893
ACBD5	GO:0030242
ACBD5	GO:0016236
ACBD5	GO:0035973
MYB	GO:0000122
MYB	GO:0006338
MYB	GO:0045624
MYB	GO:0045892
MYB	GO:0045893
MYB	GO:0045944
MYB	GO:0051571
MYB	GO:0051574
T	GO:0003007
T	GO:0003257
CDX4	GO:0045944
HNRNPF	GO:0043484
IGHA1	GO:0001895
IGHA1	GO:0003094
IGHA1	GO:0019731
IGHA1	GO:0060267
ADAM9	GO:0000186
ADAM9	GO:0006509
ADAM9	GO:0007155
ADAM9	GO:0007160
ADAM9	GO:0007179
ADAM9	GO:0010042
ADAM9	GO:0030216
ADAM9	GO:0033627
ADAM9	GO:0033630
ADAM9	GO:0033631
ADAM9	GO:0034241
ADAM9	GO:0034612
ADAM9	GO:0042117
ADAM9	GO:0042542
ADAM9	GO:0050714
ADAM9	GO:0051549
ADAM9	GO:0051592
ADAM9	GO:0071222
GRIN2B	GO:0045471
CDK1	GO:0018105
CDK1	GO:0018107
CDK1	GO:0030855
CDK1	GO:0034501
CDK1	GO:0043066
CDK1	GO:1900182
GSK3A	GO:0006468
GSK3A	GO:0032869
GSK3A	GO:0046325
GSK3A	GO:0046627
GSK3A	GO:1903146
GSK3A	GO:1903955
GSK3A	GO:1904227
COG3	GO:0006486
COG3	GO:0006888
COG3	GO:0006890
COG3	GO:0006891
COG3	GO:0007030
COG3	GO:0033365
COG3	GO:0050821
CACUL1	GO:0000082
CACUL1	GO:0008284
CACUL1	GO:0045860
CCND3	GO:0001934
CCND3	GO:0045737
HOMER1	GO:0051592
TAZ	GO:0006936
TAZ	GO:0007507
TAZ	GO:0007519
TAZ	GO:0030097
TAZ	GO:0032049
TAZ	GO:0032981
TAZ	GO:0042407
TAZ	GO:0042775
TAZ	GO:0048738
TAZ	GO:0060048
IL3	GO:0035162
IL3	GO:0042523
IL3	GO:0045740
ARNTL	GO:0032922
ARNTL	GO:0042634
ARNTL	GO:0045893
ARNTL	GO:0045944
ARNTL	GO:0051775
TREX2	GO:0006259
KRTAP4-7	GO:0007568
KRTAP4-7	GO:0042633
FAM83A	GO:0007173
FAM83A	GO:0008283
PTN	GO:0008284
PKN2	GO:0006468
PKN2	GO:0010631
PKN2	GO:0032467
PKN2	GO:0043297
PKN2	GO:0045070
PKN2	GO:0045931
PKN2	GO:2000145
CLP1	GO:0006388
CLP1	GO:0021695
CLP1	GO:0030423
CLP1	GO:0035087
DHX30	GO:1902775
NAMPT	GO:0045944
NAMPT	GO:0051770
NAMPT	GO:0008286
NAMPT	GO:0060612
WNT4	GO:0001822
WNT4	GO:0001837
WNT4	GO:0001889
WNT4	GO:0006702
WNT4	GO:0008584
WNT4	GO:0010629
WNT4	GO:0010894
WNT4	GO:0030237
WNT4	GO:0030325
WNT4	GO:0030501
WNT4	GO:0032349
WNT4	GO:0032967
WNT4	GO:0038030
WNT4	GO:0045669
WNT4	GO:0045892
WNT4	GO:0045893
WNT4	GO:0060070
WNT4	GO:0061180
WNT4	GO:0061184
WNT4	GO:0061205
WNT4	GO:0061369
WNT4	GO:0071560
WNT4	GO:0090002
WNT4	GO:0090090
WNT4	GO:0090263
WNT4	GO:2000019
WNT4	GO:2000066
WNT4	GO:2000225
ANXA6	GO:0034220
ANXA6	GO:0051260
BDKRB2	GO:0050482
TPR	GO:0000122
TPR	GO:0000189
TPR	GO:0006404
TPR	GO:0006405
TPR	GO:0006999
TPR	GO:0007094
TPR	GO:0010965
TPR	GO:0031453
TPR	GO:0031990
TPR	GO:0034605
TPR	GO:0042307
TPR	GO:0045947
TPR	GO:0046832
TPR	GO:0070849
TPR	GO:0090267
TPR	GO:0090316
TPR	GO:1901673
TPR	GO:0006606
TPR	GO:0006611
TPR	GO:0010793
TPR	GO:0031647
TPR	GO:0042306
TPR	GO:0043578
TPR	GO:0046825
TPR	GO:0051292
IL17A	GO:0032747
IL17A	GO:0045672
IL17A	GO:0045944
IL17A	GO:0072537
WDFY2	GO:0001934
WDFY2	GO:0045600
MC5R	GO:0030819
ABHD3	GO:0046470
MAPK15	GO:0032212
MAPK15	GO:0046777
MAPK15	GO:0051973
MAPK15	GO:1904355
EXOSC3	GO:0006364
EXOSC3	GO:0043928
EXOSC3	GO:0045006
EXOSC3	GO:0071034
MDM1	GO:0046600
CAPN7	GO:0010634
CAPN7	GO:0097264
RPS27L	GO:0006281
RPS27L	GO:0006412
RPS27L	GO:0006974
RPS27L	GO:0031571
RPS27L	GO:0042771
GEMIN4	GO:0000387
DNAAF5	GO:0003341
DNAAF5	GO:0036158
DNAAF5	GO:0036159
PCTP	GO:0015914
AMPD2	GO:0006188
AMPD2	GO:0052652
AMPD2	GO:0097009
PROC	GO:0043066
PROC	GO:0050728
PROC	GO:0050819
PROC	GO:1903142
DAZL	GO:0045948
FERMT2	GO:0007160
FERMT2	GO:0007179
FERMT2	GO:0007229
FERMT2	GO:0016055
FERMT2	GO:0033622
KLRK1	GO:0034260
KLRK1	GO:0045954
KLRK1	GO:2000502
NRXN2	GO:0030534
NRXN2	GO:0035176
NRXN2	GO:0042297
NRXN2	GO:0071625
CHST2	GO:0006044
CHST2	GO:0006790
SFPQ	GO:0000122
SFPQ	GO:0000380
SFPQ	GO:0000724
SFPQ	GO:0045944
SFPQ	GO:1902177
MADCAM1	GO:0007160
MADCAM1	GO:0007229
MADCAM1	GO:0034113
MADCAM1	GO:0043113
MADCAM1	GO:0050901
OVCA2	GO:0032526
RASGRP4	GO:0008283
RASGRP4	GO:0009991
RASGRP4	GO:0016049
RASGRP4	GO:0046579
NUMBL	GO:0019221
NUMBL	GO:0019538
TMEM17	GO:1905515
MAT1A	GO:0006556
MAT1A	GO:0009087
MAT1A	GO:0051289
CCBE1	GO:0001946
CCBE1	GO:0010575
CCBE1	GO:0010954
CCBE1	GO:1900748
ITGB4	GO:0006914
ITGB4	GO:0007160
ITGB4	GO:0009611
ITGB4	GO:0031581
ITGB4	GO:0035878
ITGB4	GO:0043588
ITGB4	GO:0048333
ITGB4	GO:0048565
ITGB4	GO:0048870
ITGB4	GO:0072001
ITGB4	GO:0097186
KAT7	GO:0006260
KAT7	GO:0043966
KAT7	GO:0043981
KAT7	GO:0043982
KAT7	GO:0043983
KAT7	GO:1900182
KAT7	GO:0043984
SAP30BP	GO:0010942
TIA1	GO:0048024
TIA1	GO:1903608
PDGFA	GO:0008284
PDGFA	GO:0009611
PDGFA	GO:0010512
PDGFA	GO:0010544
PDGFA	GO:0014068
PDGFA	GO:0014910
PDGFA	GO:0030335
PDGFA	GO:0031954
PDGFA	GO:0035793
PDGFA	GO:0043406
PDGFA	GO:0043410
PDGFA	GO:0045740
PDGFA	GO:0048008
PDGFA	GO:0048146
PDGFA	GO:0050919
PDGFA	GO:0051897
PDGFA	GO:0070374
PDGFA	GO:0072124
PDGFA	GO:2000278
CACNG4	GO:2000311
MT1A	GO:0071276
MT1A	GO:0071294
ARHGAP6	GO:0051497
ARHGAP6	GO:0051895
PIPOX	GO:0033514
PIPOX	GO:0055114
BIN2	GO:0006911
BIN2	GO:0060326
BIN2	GO:0071800
BIN2	GO:0097320
TIMP3	GO:0051045
TIMP3	GO:0070373
TIMP3	GO:1903984
CROT	GO:0006091
CROT	GO:0006631
CROT	GO:0006635
CROT	GO:0051791
CDH24	GO:0016337
SPAG16	GO:0035082
SNF8	GO:0006357
SNF8	GO:0010628
SNF8	GO:0010797
SNF8	GO:0032456
SNF8	GO:0042176
SNF8	GO:0045022
SNF8	GO:0045732
SNF8	GO:0061635
SNF8	GO:1903543
SNF8	GO:1903772
SNF8	GO:0043405
TPCN2	GO:0006874
TPCN2	GO:0007040
TPCN2	GO:0010506
TPCN2	GO:0019722
CRB3	GO:0072659
UNC119	GO:0042953
UNC119	GO:0061098
RBM26	GO:0010923
CCT4	GO:0032212
CCT4	GO:0050821
CCT4	GO:0051973
CCT4	GO:0090666
CCT4	GO:1904851
CCT4	GO:1904871
CCT4	GO:1904874
FLOT1	GO:0001765
FLOT1	GO:0001819
FLOT1	GO:0001934
FLOT1	GO:0002090
FLOT1	GO:0022617
FLOT1	GO:0032092
FLOT1	GO:0032728
FLOT1	GO:0033227
FLOT1	GO:0034116
FLOT1	GO:0034141
FLOT1	GO:0034976
FLOT1	GO:0044854
FLOT1	GO:0045807
FLOT1	GO:0048643
FLOT1	GO:0051260
FLOT1	GO:0060355
FLOT1	GO:0070528
FLOT1	GO:0071360
FLOT1	GO:0090002
FLOT1	GO:1901741
FLOT1	GO:1901890
FLOT1	GO:1903044
FLOT1	GO:2000049
FLOT1	GO:0034143
FAR1	GO:0008611
FAR1	GO:0035336
FAR1	GO:0046474
HMOX2	GO:0001666
ERVH48-1	GO:0006949
TAB2	GO:0007507
TAB2	GO:0043123
TAB2	GO:0045860
LGALS12	GO:0097193
EDEM2	GO:0036509
EDEM2	GO:0097466
EDEM2	GO:1904154
EDEM2	GO:1904382
MOAP1	GO:0001844
MOAP1	GO:0008625
MOAP1	GO:0008630
MOAP1	GO:0043065
MOAP1	GO:0090200
MOAP1	GO:0097190
MOAP1	GO:0097192
NFX1	GO:0000122
USP22	GO:0016574
USP22	GO:0016578
USP22	GO:0016579
USP22	GO:0045893
USP22	GO:0045931
PBRM1	GO:0008285
YY1AP1	GO:0051726
LTBR	GO:0043123
LTBR	GO:0046330
LTBR	GO:0071260
LTBR	GO:2001238
PIK3R1	GO:0014065
PIK3R1	GO:0033120
PIK3R1	GO:0034976
PIK3R1	GO:0042993
PIK3R1	GO:0043066
PIK3R1	GO:0045944
PIK3R1	GO:0048009
PIK3R1	GO:0050821
PIK3R1	GO:0060396
PIK3R1	GO:1900103
ALDH3A1	GO:0006081
ALDH3A1	GO:0055114
CAPN1	GO:0006508
CAPN1	GO:0050790
CAPN1	GO:0097264
SAT1	GO:0001525
RAC2	GO:0007015
RAC2	GO:0010592
RAC2	GO:0010810
RAC2	GO:0060263
RAC2	GO:0071593
RAC2	GO:0090023
RAC2	GO:1902622
RAC2	GO:1903955
GOLGA5	GO:0007030
GOLGA5	GO:0048193
SIK1	GO:0006468
SIK1	GO:0035556
SIK1	GO:0046777
SIK1	GO:2000210
SOX17	GO:0001706
SOX17	GO:0030308
SOX17	GO:0031648
SOX17	GO:0042789
SOX17	GO:0045944
SOX17	GO:0050821
SOX17	GO:0060913
SOX17	GO:0072001
SOX17	GO:0090090
SDC4	GO:0042130
SDC4	GO:1903543
SDC4	GO:1903553
NCBP1	GO:0000184
NCBP1	GO:0006370
NCBP1	GO:0006406
NCBP1	GO:0006446
NCBP1	GO:0030307
NCBP1	GO:0031442
NCBP1	GO:0098789
NCBP1	GO:1900363
INCENP	GO:0000910
INCENP	GO:0007059
VRK1	GO:0006468
VRK1	GO:0043987
VRK1	GO:0046777
VRK1	GO:0072355
VRK1	GO:0090166
SH2B2	GO:0035556
TAF7	GO:0000122
TAF7	GO:0006352
TAF7	GO:0006366
TAF7	GO:0006367
TAF7	GO:0006469
TAF7	GO:0035067
TAF7	GO:0045892
TAF7	GO:0045944
LGR4	GO:0090263
PTPRM	GO:0001937
PTPRM	GO:0006470
PTPRM	GO:0007156
PTPRM	GO:0007165
PTPRM	GO:0010596
PTPRM	GO:0010842
PTPRM	GO:0016525
PTPRM	GO:0031175
PTPRM	GO:0031290
PTPRM	GO:0042493
NAF1	GO:0042254
NAF1	GO:0051973
NAF1	GO:0090669
NAF1	GO:1904358
NAF1	GO:1904874
NAF1	GO:1905323
EIF5	GO:0006446
PRKCH	GO:0006468
PRKCH	GO:0034351
PRKCH	GO:0050861
PRKCH	GO:0051092
PRKCH	GO:0060252
PRKCH	GO:2000810
CHRND	GO:0048630
CHRND	GO:0050881
CAD	GO:0006207
OTUD3	GO:0035871
OTUD3	GO:0044313
OTUD3	GO:0050821
OTUD3	GO:0051898
OTUD3	GO:0071108
OTUD3	GO:1990167
GTF3C6	GO:0006351
GTF3C6	GO:0006383
BOP1	GO:0000463
BOP1	GO:0051726
TAOK1	GO:0006974
TAOK1	GO:0031572
TAOK1	GO:0032874
TAOK1	GO:0046330
TAOK1	GO:0097194
TAOK1	GO:0031577
ZMYM6	GO:0007010
ZMYM6	GO:0022604
SLC25A4	GO:0060546
FSHR	GO:0008584
FSHR	GO:0010738
FSHR	GO:0014068
FSHR	GO:0070374
SRR	GO:0006563
SRR	GO:0032496
SRR	GO:0042866
SRR	GO:0070178
SRR	GO:0070179
DEFB4A	GO:0006935
DEFB4A	GO:0042742
DEFB4A	GO:0050829
DEFB4A	GO:0050830
HELQ	GO:0000724
KDM4A	GO:0010507
KDM4A	GO:0010629
KDM4A	GO:0016577
KDM4A	GO:0045892
CYP11B1	GO:0006700
CYP11B1	GO:0008217
CYP11B1	GO:0032342
CYP11B1	GO:0032870
CYP11B1	GO:0034651
CYP11B1	GO:0035865
MAPKAPK3	GO:0018105
MAPKAPK3	GO:0034097
TP53	GO:0000733
TP53	GO:0006289
TP53	GO:0006355
TP53	GO:0006461
TP53	GO:0006974
TP53	GO:0006978
TP53	GO:0006983
TP53	GO:0007050
TP53	GO:0007265
TP53	GO:0007275
TP53	GO:0007569
TP53	GO:0008104
TP53	GO:0008285
TP53	GO:0010332
TP53	GO:0010628
TP53	GO:0016032
TP53	GO:0030308
TP53	GO:0030330
TP53	GO:0031497
TP53	GO:0031571
TP53	GO:0032461
TP53	GO:0035690
TP53	GO:0042149
TP53	GO:0042771
TP53	GO:0042981
TP53	GO:0043065
TP53	GO:0043066
TP53	GO:0045892
TP53	GO:0045893
TP53	GO:0045944
TP53	GO:0046677
TP53	GO:0048147
TP53	GO:0051974
TP53	GO:0071158
TP53	GO:0071456
TP53	GO:0071479
TP53	GO:0072332
TP53	GO:0090200
TP53	GO:0090399
TP53	GO:0090403
TP53	GO:0097252
TP53	GO:1900119
TP53	GO:2000379
TP53	GO:2001244
COX15	GO:0006784
COX15	GO:0008535
COX15	GO:1902600
SETSIP	GO:0045446
SETSIP	GO:0045944
HPRT1	GO:0006164
HPRT1	GO:0006166
HPRT1	GO:0006178
HPRT1	GO:0043103
HPRT1	GO:0045964
HPRT1	GO:0046038
HPRT1	GO:0046040
HPRT1	GO:0046100
HPRT1	GO:0051289
MYCN	GO:0010628
MYCN	GO:0010629
MYCN	GO:0045893
SFRP4	GO:0002092
SFRP4	GO:0008285
SFRP4	GO:0010628
SFRP4	GO:0043065
SFRP4	GO:0043433
SFRP4	GO:0045606
SFRP4	GO:0055062
SFRP4	GO:0060349
SFRP4	GO:0090090
SFRP4	GO:0090263
SFRP4	GO:1902174
SFRP4	GO:2000119
PINX1	GO:0007080
PINX1	GO:0031397
PINX1	GO:0031647
PINX1	GO:0032211
PINX1	GO:0051974
PINX1	GO:0070198
PINX1	GO:1902570
PINX1	GO:1904744
PINX1	GO:1904751
EPHA2	GO:0008630
EPHA2	GO:0010591
EPHA2	GO:0016477
EPHA2	GO:0030216
EPHA2	GO:0033628
EPHA2	GO:0043491
EPHA2	GO:0046058
EPHA2	GO:0048013
EPHA2	GO:0048870
EPHA2	GO:0051898
EPHA2	GO:0060326
EPHA2	GO:0070372
EPHA2	GO:0070848
EPHA2	GO:0090004
EPHA2	GO:0090630
MEF2B	GO:0045944
TRDN	GO:0060047
SLC30A5	GO:0006824
SLC30A5	GO:0006829
SLC30A5	GO:0006882
SLC30A5	GO:0010043
PAXIP1	GO:0010212
PAXIP1	GO:0030330
PAXIP1	GO:0051568
PAXIP1	GO:0060261
MX1	GO:0009615
MX1	GO:0045071
S100B	GO:0043123
LMAN1	GO:0007030
LMAN1	GO:0010638
LMAN1	GO:0032527
LMAN1	GO:0034498
ABCD1	GO:0006635
ABCD1	GO:0007031
ABCD1	GO:0015910
ABCD1	GO:0042758
ABCD1	GO:0042760
GPR155	GO:0050890
RARB	GO:0048566
HIPK1	GO:0010803
HIPK1	GO:0072577
HIPK1	GO:0097191
SNIP1	GO:0035196
SNIP1	GO:1903955
STX16	GO:0042147
STX16	GO:0090161
LIN28B	GO:0010587
LIN28B	GO:0031054
LIN28B	GO:0031123
ARPC2	GO:0010592
ARPC2	GO:0034314
EGLN3	GO:0001666
EGLN3	GO:0006915
EGLN3	GO:0006919
EGLN3	GO:0018126
EGLN3	GO:0018401
EGLN3	GO:0042127
UGT1A3	GO:0052695
UGT1A3	GO:0052696
UGT1A3	GO:0052697
PBLD	GO:0010633
PBLD	GO:0010719
PBLD	GO:0030277
PBLD	GO:0030512
PBLD	GO:0050680
PBLD	GO:0060392
PBLD	GO:0060394
VPS41	GO:0008333
VPS41	GO:0034058
VPS41	GO:1902774
ULK2	GO:0010506
ULK2	GO:0046777
KANSL2	GO:0043981
KANSL2	GO:0043982
KANSL2	GO:0043984
TNFAIP6	GO:0050728
SLC35F3	GO:0015888
KMT2A	GO:0006461
KMT2A	GO:0032411
KMT2A	GO:0043984
KMT2A	GO:0045893
KMT2A	GO:0045944
KMT2A	GO:0051568
KMT2A	GO:0080182
KMT2A	GO:2001040
ASCC3	GO:0006307
ASCC3	GO:0008283
ASCC3	GO:0032508
MCL1	GO:0010507
MCL1	GO:0034097
MCL1	GO:0043066
MCL1	GO:0097192
MCL1	GO:1903378
MCL1	GO:2000811
MCL1	GO:2001020
MCL1	GO:2001240
HID1	GO:0006886
HID1	GO:0031001
SLC22A18	GO:0015893
PDE5A	GO:0046069
B3GNT8	GO:0030311
PITRM1	GO:0006508
TRAF4	GO:0045860
TRAF4	GO:0046330
TRAF4	GO:0090073
CEACAM5	GO:0010832
CEACAM5	GO:0034109
CEACAM5	GO:0043066
CEACAM5	GO:2000811
USP13	GO:0006355
USP13	GO:0008283
USP13	GO:0010506
USP13	GO:0035523
USP13	GO:0044313
USP13	GO:0050821
USP13	GO:0070536
USP13	GO:1904294
USP13	GO:1904378
KRT71	GO:0031069
KRT71	GO:0045109
PROX1	GO:0000122
PROX1	GO:0001822
PROX1	GO:0001889
PROX1	GO:0001938
PROX1	GO:0001946
PROX1	GO:0002088
PROX1	GO:0007420
PROX1	GO:0008284
PROX1	GO:0008285
PROX1	GO:0010468
PROX1	GO:0010595
PROX1	GO:0030324
PROX1	GO:0031016
PROX1	GO:0042752
PROX1	GO:0043433
PROX1	GO:0045071
PROX1	GO:0045737
PROX1	GO:0045892
PROX1	GO:0045893
PROX1	GO:0060059
PROX1	GO:0060836
PROX1	GO:0060849
PROX1	GO:0070309
PROX1	GO:0070365
PROX1	GO:0070858
CERS1	GO:0030148
CERS1	GO:0035690
CERS1	GO:0036146
CERS1	GO:0046513
CERS1	GO:0051974
CERS1	GO:0071492
CERS1	GO:0072721
PLA2G5	GO:0010518
PLA2G5	GO:0070374
MAP2K3	GO:0045860
MAP2K3	GO:0045893
FTO	GO:0006307
FTO	GO:0010883
FTO	GO:0035552
FTO	GO:0035553
FTO	GO:0042245
FTO	GO:0070989
FTO	GO:0080111
FTO	GO:0090335
STX1A	GO:0032940
SMG6	GO:0000184
SMG6	GO:0000723
SMG6	GO:1904354
FUNDC1	GO:0000422
FUNDC1	GO:0001666
RHOG	GO:0007266
RHOG	GO:0016601
RHOG	GO:0030036
RHOG	GO:0045893
RHOG	GO:0060326
RHOG	GO:0090004
RHOG	GO:0090630
PKMYT1	GO:0010923
MID1	GO:0032874
MID1	GO:0035372
KCNE2	GO:0010107
KCNE2	GO:0035690
KCNE2	GO:0060306
KCNE2	GO:0060307
KCNE2	GO:0071435
KCNE2	GO:0071805
KCNE2	GO:0086002
KCNE2	GO:0086005
KCNE2	GO:0086009
KCNE2	GO:0086011
KCNE2	GO:0086091
KCNE2	GO:0098915
KCNE2	GO:1901379
KCNE2	GO:1901800
KCNE2	GO:1901979
KCNE2	GO:1902259
KCNE2	GO:1902260
HAS1	GO:0010764
HAS1	GO:0036120
FFAR2	GO:0002752
FFAR2	GO:0007186
FFAR2	GO:0071398
FFAR2	GO:2000484
BTG2	GO:0006974
BTG2	GO:0008285
BTG2	GO:0017148
BTG2	GO:0031175
BTG2	GO:0060213
PMP22	GO:0008219
PMP22	GO:0032060
FFAR3	GO:0007186
FFAR3	GO:0007193
FFAR3	GO:0071398
FASTKD2	GO:1902775
PPP1CC	GO:0006470
PPP1CC	GO:0042752
NDFIP1	GO:0006879
NDFIP1	GO:0010629
NDFIP1	GO:0031398
NDFIP1	GO:0032410
NDFIP1	GO:0043123
NDFIP1	GO:0051224
PPP1R15A	GO:0032515
PPP1R15A	GO:0032516
PPP1R15A	GO:0034976
PPP1R15A	GO:0035308
PPP1R15A	GO:0036496
PPP1R15A	GO:0070972
PPP1R15A	GO:1902310
PPP1R15A	GO:1903917
RNF139	GO:0008285
RNF139	GO:0016567
RNF139	GO:0017148
RNF139	GO:0031396
RNF139	GO:0031648
RNF139	GO:0036503
RNF139	GO:0060628
RNF139	GO:0070613
RNF139	GO:2000060
NFYA	GO:0006355
CABP4	GO:0007601
RTKN	GO:0007165
RTKN	GO:0007266
PRPS1	GO:0006144
PRPS1	GO:0006164
PRPS1	GO:0007399
PRPS1	GO:0034418
PRPS1	GO:0046101
PFN1	GO:0010634
PFN1	GO:0030837
PFN1	GO:0030838
PFN1	GO:0032232
PFN1	GO:0032781
PFN1	GO:0050821
PFN1	GO:0051497
PFN1	GO:1900029
RAB1A	GO:0000045
RAB1A	GO:0006888
RAB1A	GO:0006897
RAB1A	GO:0006914
RAB1A	GO:0007030
RAB1A	GO:0016477
RAB1A	GO:0019068
RAB1A	GO:0030252
RAB1A	GO:0042742
RAB1A	GO:0047496
RAB1A	GO:0072606
RAB1A	GO:0090110
RAB1A	GO:1903020
RAB1A	GO:0060271
RAB1A	GO:0090557
RHOF	GO:0007015
SLU7	GO:0000375
SLU7	GO:0000380
SLU7	GO:0000389
SLU7	GO:0006886
SLU7	GO:0034605
NOP10	GO:1904874
RNF181	GO:0051865
CDK2AP1	GO:0001934
GDF3	GO:0001501
GDF3	GO:0001654
GDF3	GO:0010453
GDF3	GO:0030514
GDF3	GO:0045605
GRIK3	GO:0007215
GRIK3	GO:0007216
GRIK3	GO:0042391
CEP295	GO:1902117
USH2A	GO:0007605
USH2A	GO:0045494
USH2A	GO:0048496
USH2A	GO:0050953
EIF3C	GO:0006413
EIF3C	GO:0045727
EIF3C	GO:1902416
TRIL	GO:0002718
TRIL	GO:0034142
UBAP2L	GO:0007339
UBAP2L	GO:0061484
HIST1H2BA	GO:0006334
SYNJ1	GO:0007612
SYNJ1	GO:0046856
SYNJ1	GO:0048488
SYNJ1	GO:1904980
GGPS1	GO:0006720
TWF2	GO:0010592
TWF2	GO:0010976
TWF2	GO:0032956
TWF2	GO:0045773
TWF2	GO:0071300
TWF2	GO:0071363
RUVBL1	GO:0043967
RUVBL1	GO:0043968
RUVBL1	GO:1903146
RUVBL1	GO:1903955
RUVBL1	GO:1904874
UGT2B7	GO:0008209
UGT2B7	GO:0052695
SLC27A5	GO:0000038
SLC27A5	GO:0006699
C2CD5	GO:0031340
C2CD5	GO:0032869
C2CD5	GO:0065002
C2CD5	GO:0090314
WDR82	GO:0051568
NSD3	GO:0016571
NUDT12	GO:0006742
NUDT12	GO:0019677
CDKN1B	GO:0000082
CDKN1B	GO:0006919
CDKN1B	GO:0007050
CDKN1B	GO:0008285
CDKN1B	GO:0010942
CDKN1B	GO:0030308
CDKN1B	GO:0033673
CDKN1B	GO:0042326
CDKN1B	GO:0045732
CDKN1B	GO:0045892
CDKN1B	GO:0045930
CDKN1B	GO:0048102
CDKN1B	GO:0071285
CDKN1B	GO:0071850
CDKN1B	GO:1904706
CD47	GO:0008284
CD47	GO:0022409
CD47	GO:0050870
PRKAG2	GO:0005977
PRKAG2	GO:0006110
PRKAG2	GO:0006469
PRKAG2	GO:0010800
PRKAG2	GO:0019217
PRKAG2	GO:0035556
PRKAG2	GO:0045860
CRISPLD1	GO:0060325
RCSD1	GO:0071474
ENOX2	GO:0007624
ENOX2	GO:0055114
GNAI2	GO:0051301
MMADHC	GO:0009108
MMADHC	GO:0009235
FAM21C	GO:0042147
FAM21C	GO:1900024
FAM21C	GO:1990126
FAM21C	GO:2000813
BOLA2	GO:0044571
BOLA2	GO:0097428
RAB30	GO:0007030
ZDHHC14	GO:0018345
