from,to,weight,type,gene
b1602,b1000,0.200,obo2,b1920
b1000,b1602,0.000,obo1,b1920
b0829,b2425,0.750,obo1,b0829
b2425,b2035,0.500,obo2,b0829
b2035,b0440,0.250,obo1,b0829
b0440,b2035,0.000,obo2,b0829
b0828,b1941,0.667,obo1,b0828
b1941,b1212,0.333,obo2,b0828
b1212,b1941,0.000,obo1,b0828
b3957,b2398,0.500,obo1,b3957
b2398,b3957,0.000,obo2,b3957
b1929,b4131,0.923,obo1,b1929
b4131,b0336,0.846,obo2,b1929
b0336,b0435,0.769,obo1,b1929
b0435,b0232,0.692,obo2,b1929
b0232,b1863,0.615,obo1,b1929
b1863,b2092,0.538,obo2,b1929
b2092,b0150,0.462,obo1,b1929
b0150,b2677,0.385,obo2,b1929
b2677,b2282,0.308,obo1,b1929
b2282,b1891,0.231,obo2,b1929
b1891,b0523,0.154,obo1,b1929
b0523,b0419,0.077,obo2,b1929
b0419,b0523,0.000,obo1,b1929
b1668,b0871,0.750,obo1,b1668
b0871,b1523,0.500,obo2,b1668
b1523,b0810,0.250,obo1,b1668
b0810,b1523,0.000,obo2,b1668
b0753,b0974,0.500,obo1,b0753
b0974,b0753,0.000,obo2,b0753
b1103,b1188,0.833,obo1,b1103
b1188,b2302,0.667,obo2,b1103
b2302,b1207,0.500,obo1,b1103
b1207,b1890,0.333,obo2,b1103
b1890,b2239,0.167,obo1,b1103
b2239,b2302,0.000,obo2,b1103
b1849,b1444,0.667,obo1,b1849
b1444,b0003,0.333,obo2,b1849
b0003,b1444,0.000,obo1,b1849
b3959,b0118,0.833,obo1,b3959
b0118,b0863,0.667,obo2,b3959
b0863,b2600,0.500,obo1,b3959
b2600,b2281,0.333,obo2,b3959
b2281,b1628,0.167,obo1,b3959
b1628,b3959,0.000,obo2,b3959
b4202,b2672,0.667,obo1,b4202
b2672,b1321,0.333,obo2,b4202
b1321,b2672,0.000,obo1,b4202
b1661,b4045,0.667,obo1,b1661
b4045,b2019,0.333,obo2,b1661
b2019,b4045,0.000,obo1,b1661
b1664,b1602,0.667,obo1,b1664
b1602,b1000,0.333,obo2,b1664
b1000,b1602,0.000,obo1,b1664
b2818,b4279,0.889,obo1,b2818
b4279,b1070,0.778,obo2,b2818
b1070,b0118,0.667,obo1,b2818
b0118,b0863,0.556,obo2,b2818
b0863,b2600,0.444,obo1,b2818
b2600,b2281,0.333,obo2,b2818
b2281,b1628,0.222,obo1,b2818
b1628,b3959,0.111,obo2,b2818
b3959,b0118,0.000,obo1,b2818
b1440,b1333,0.833,obo1,b1440
b1333,b2674,0.667,obo2,b1440
b2674,b0950,0.500,obo1,b1440
b0950,b0635,0.333,obo2,b1440
b0635,b3726,0.167,obo1,b1440
b3726,b0635,0.000,obo2,b1440
b1441,b0850,0.923,obo1,b1441
b0850,b0121,0.846,obo2,b1441
b0121,b2528,0.769,obo1,b1441
b2528,b3992,0.692,obo2,b1441
b3992,b3185,0.615,obo1,b1441
b3185,b0433,0.538,obo2,b1441
b0433,b3959,0.462,obo1,b1441
b3959,b0118,0.385,obo2,b1441
b0118,b0863,0.308,obo1,b1441
b0863,b2600,0.231,obo2,b1441
b2600,b2281,0.154,obo1,b1441
b2281,b1628,0.077,obo2,b1441
b1628,b3959,0.000,obo1,b1441
b1442,b2092,0.875,obo1,b1442
b2092,b0150,0.750,obo2,b1442
b0150,b2677,0.625,obo1,b1442
b2677,b2282,0.500,obo2,b1442
b2282,b1891,0.375,obo1,b1442
b1891,b0523,0.250,obo2,b1442
b0523,b0419,0.125,obo1,b1442
b0419,b0523,0.000,obo2,b1442
b1443,b0907,0.833,obo1,b1443
b0907,b3153,0.667,obo2,b1443
b3153,b1276,0.500,obo1,b1443
b1276,b1074,0.333,obo2,b1443
b1074,b1888,0.167,obo1,b1443
b1888,b3153,0.000,obo2,b1443
b1444,b0003,0.500,obo1,b1444
b0003,b1444,0.000,obo2,b1444
b1333,b2674,0.800,obo1,b1333
b2674,b0950,0.600,obo2,b1333
b0950,b0635,0.400,obo1,b1333
b0635,b3726,0.200,obo2,b1333
b3726,b0635,0.000,obo1,b1333
b3185,b0433,0.875,obo1,b3185
b0433,b3959,0.750,obo2,b3185
b3959,b0118,0.625,obo1,b3185
b0118,b0863,0.500,obo2,b3185
b0863,b2600,0.375,obo1,b3185
b2600,b2281,0.250,obo2,b3185
b2281,b1628,0.125,obo1,b3185
b1628,b3959,0.000,obo2,b3185
b1449,b0728,0.833,obo1,b1449
b0728,b3224,0.667,obo2,b1449
b3224,b2013,0.500,obo1,b1449
b2013,b2019,0.333,obo2,b1449
b2019,b4045,0.167,obo1,b1449
b4045,b2019,0.000,obo2,b1449
b3637,b2528,0.909,obo1,b3637
b2528,b3992,0.818,obo2,b3637
b3992,b3185,0.727,obo1,b3637
b3185,b0433,0.636,obo2,b3637
b0433,b3959,0.545,obo1,b3637
b3959,b0118,0.455,obo2,b3637
b0118,b0863,0.364,obo1,b3637
b0863,b2600,0.273,obo2,b3637
b2600,b2281,0.182,obo1,b3637
b2281,b1628,0.091,obo2,b3637
b1628,b3959,0.000,obo1,b3637
b3636,b0906,0.800,obo1,b3636
b0906,b1891,0.600,obo2,b3636
b1891,b0523,0.400,obo1,b3636
b0523,b0419,0.200,obo2,b3636
b0419,b0523,0.000,obo1,b3636
b3631,b1090,0.833,obo1,b3631
b1090,b2038,0.667,obo2,b3631
b2038,b2423,0.500,obo1,b3631
b2423,b4072,0.333,obo2,b3631
b4072,b1864,0.167,obo1,b3631
b1864,b2038,0.000,obo2,b3631
b3630,b2614,0.800,obo1,b3630
b2614,b3012,0.600,obo2,b3630
b3012,b0737,0.400,obo1,b3630
b0737,b2662,0.200,obo2,b3630
b2662,b2614,0.000,obo1,b3630
b3224,b2013,0.750,obo1,b3224
b2013,b2019,0.500,obo2,b3224
b2019,b4045,0.250,obo1,b3224
b4045,b2019,0.000,obo2,b3224
b1686,b3703,0.750,obo1,b1686
b3703,b4045,0.500,obo2,b1686
b4045,b2019,0.250,obo1,b1686
b2019,b4045,0.000,obo2,b1686
b1684,b2242,0.500,obo1,b1684
b2242,b1684,0.000,obo2,b1684
b3162,b3430,0.750,obo1,b3162
b3430,b1684,0.500,obo2,b3162
b1684,b2242,0.250,obo1,b3162
b2242,b1684,0.000,obo2,b3162
b1682,b3430,0.750,obo1,b1682
b3430,b1684,0.500,obo2,b1682
b1684,b2242,0.250,obo1,b1682
b2242,b1684,0.000,obo2,b1682
b1683,b3297,0.857,obo1,b1683
b3297,b1090,0.714,obo2,b1683
b1090,b2038,0.571,obo1,b1683
b2038,b2423,0.429,obo2,b1683
b2423,b4072,0.286,obo1,b1683
b4072,b1864,0.143,obo2,b1683
b1864,b2038,0.000,obo1,b1683
b1680,b2762,0.800,obo1,b1680
b2762,b2507,0.600,obo2,b1680
b2507,b1684,0.400,obo1,b1680
b1684,b2242,0.200,obo2,b1680
b2242,b1684,0.000,obo1,b1680
b1681,b0435,0.909,obo1,b1681
b0435,b0232,0.818,obo2,b1681
b0232,b1863,0.727,obo1,b1681
b1863,b2092,0.636,obo2,b1681
b2092,b0150,0.545,obo1,b1681
b0150,b2677,0.455,obo2,b1681
b2677,b2282,0.364,obo1,b1681
b2282,b1891,0.273,obo2,b1681
b1891,b0523,0.182,obo1,b1681
b0523,b0419,0.091,obo2,b1681
b0419,b0523,0.000,obo1,b1681
b1723,b0399,0.750,obo1,b1723
b0399,b0523,0.500,obo2,b1723
b0523,b0419,0.250,obo1,b1723
b0419,b0523,0.000,obo2,b1723
b1722,b0978,0.857,obo1,b1722
b0978,b1203,0.714,obo2,b1722
b1203,b4174,0.571,obo1,b1722
b4174,b3400,0.429,obo2,b1722
b3400,b3170,0.286,obo1,b1722
b3170,b1243,0.143,obo2,b1722
b1243,b3170,0.000,obo1,b1722
b1725,b3992,0.900,obo1,b1725
b3992,b3185,0.800,obo2,b1725
b3185,b0433,0.700,obo1,b1725
b0433,b3959,0.600,obo2,b1725
b3959,b0118,0.500,obo1,b1725
b0118,b0863,0.400,obo2,b1725
b0863,b2600,0.300,obo1,b1725
b2600,b2281,0.200,obo2,b1725
b2281,b1628,0.100,obo1,b1725
b1628,b3959,0.000,obo2,b1725
b1724,b0283,0.500,obo1,b1724
b0283,b1724,0.000,obo2,b1724
b3280,b2844,0.667,obo1,b3280
b2844,b0120,0.333,obo2,b3280
b0120,b2844,0.000,obo1,b3280
b4237,b0198,0.800,obo1,b4237
b0198,b0866,0.600,obo2,b4237
b0866,b1602,0.400,obo1,b4237
b1602,b1000,0.200,obo2,b4237
b1000,b1602,0.000,obo1,b4237
b3522,b3536,0.800,obo1,b3522
b3536,b3292,0.600,obo2,b3522
b3292,b0861,0.400,obo1,b3522
b0861,b1921,0.200,obo2,b3522
b1921,b0861,0.000,obo1,b3522
b3525,b3603,0.929,obo1,b3525
b3603,b1917,0.857,obo2,b3525
b1917,b3623,0.786,obo1,b3525
b3623,b3168,0.714,obo2,b3525
b3168,b1886,0.643,obo1,b3525
b1886,b3640,0.571,obo2,b3525
b3640,b2199,0.500,obo1,b3525
b2199,b2600,0.429,obo2,b3525
b2600,b2281,0.357,obo1,b3525
b2281,b1628,0.286,obo2,b3525
b1628,b3959,0.214,obo1,b3525
b3959,b0118,0.143,obo2,b3525
b0118,b0863,0.071,obo1,b3525
b0863,b2600,0.000,obo2,b3525
b3298,b1203,0.833,obo1,b3298
b1203,b4174,0.667,obo2,b3298
b4174,b3400,0.500,obo1,b3298
b3400,b3170,0.333,obo2,b3298
b3170,b1243,0.167,obo1,b3298
b1243,b3170,0.000,obo2,b3298
b3640,b2199,0.875,obo1,b3640
b2199,b2600,0.750,obo2,b3640
b2600,b2281,0.625,obo1,b3640
b2281,b1628,0.500,obo2,b3640
b1628,b3959,0.375,obo1,b3640
b3959,b0118,0.250,obo2,b3640
b0118,b0863,0.125,obo1,b3640
b0863,b2600,0.000,obo2,b3640
